date,portfolio_value,period_return,cumulative_return,drawdown,turnover,transaction_cost,benchmark_return,excess_return,active_stocks,weight_ABNB,weight_AMGN,weight_BKR,weight_CCEP,weight_GOOGL,weight_LIN,weight_PYPL
2021-12-31,9803543.850513441,-1.9645614948655878,-1.9645614948655798,-1.9645614948655798,0.0,0.0,-1.9645614948655878,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-01-31,9352875.487579683,-4.596994411466378,-6.471245124203174,-6.471245124203174,0.0,0.0,-4.596994411466378,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-02-28,10137187.306104861,8.385782742074559,1.371873061048623,0.0,0.0,0.0,8.385782742074559,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-03-31,9113769.152888846,-10.095681596015183,-8.862308471111547,-10.095681596015183,0.0,0.0,-10.095681596015183,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-04-30,9252800.090938186,1.525504275092057,-7.471999090618143,-8.72418737527002,0.0,0.0,1.525504275092057,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-05-31,8156217.347572721,-11.851361021399502,-18.437826524272793,-19.541613454642913,0.0,0.0,-11.851361021399502,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-06-30,8806721.525221296,7.975562076483456,-11.93278474778704,-13.12460488998094,0.0,0.0,7.975562076483456,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-07-31,8418174.370632326,-4.411938693374396,-15.818256293676736,-16.957494061861755,0.0,0.0,-4.411938693374396,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-08-31,7634135.624109697,-9.31364345763411,-23.658643758903033,-24.69177698322459,0.0,0.0,-9.31364345763411,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-09-30,8177293.022958692,7.114851315106666,-18.227069770413074,-19.333708887532076,0.0,0.0,7.114851315106666,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-10-31,8592504.363221468,5.0776135708604535,-14.074956367785319,-15.237786342895598,0.0,0.0,5.0776135708604535,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-11-30,8040241.804211846,-6.4272595702537485,-19.597581957881548,-20.685673832130767,0.0,0.0,-6.4272595702537485,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2022-12-31,8764666.91856103,9.009991639426778,-12.353330814389697,-13.539459675538069,0.0,0.0,9.009991639426778,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-01-31,8722888.636215623,-0.47666708539639213,-12.771113637843767,-13.951588613120647,0.0,0.0,-0.47666708539639213,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-02-28,8796270.790843142,0.8412597900522607,-12.037292091568574,-13.2276979281441,0.0,0.0,0.8412597900522607,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-03-31,9087682.93481528,3.312905558518002,-9.1231706518472,-10.353013509551545,0.0,0.0,3.312905558518002,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-04-30,8833579.011569567,-2.7961354403357426,-11.664209884304332,-12.859664670003967,0.0,0.0,-2.7961354403357426,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-05-31,9349877.990970548,5.844731549067157,-6.501220090294513,-7.766545999008779,0.0,0.0,5.844731549067157,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
2023-06-30,10189213.370111542,8.976966116045203,1.8921337011154282,0.0,0.0,0.0,8.976966116045203,0.0,7,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288
