Sharpe Ratio,Sortino Ratio,CVaR (95%),Omega Ratio,Turnover,Transaction Cost (%),Cumulative Return (%),Final Capital
1.077083661538625,2.437335239231029,-0.1086579998970032,2.26606186392568,0.5793103448275863,3.417931034482759,449.4005432929162,5494005.432929162
