Strategy,CAGR,Sharpe,MDD,Total_Return
Benchmark,5.888443895589202,0.21681757267947724,21.51087469732932,25.20433526043235
HYBRID_Monthly,11.990917776394516,0.434566571204884,26.715679977227293,56.03361039776671
HYBRID_Quarterly,8.311915217324305,0.2768214406596005,24.371587950787127,36.84472689252911
HYBRID_Semiannual,3.6206194362549793,0.06717190946018001,41.554523228249494,14.99565670046643
HYBRID_Annual,16.18344969090868,0.6859080196875265,22.2288958701071,80.27018617118567
