date,portfolio_value,period_return,cumulative_return,drawdown,turnover,transaction_cost,benchmark_return,excess_return,active_stocks,weight_AMD,weight_AZN,weight_BKNG,weight_COST,weight_CTAS,weight_EXC,weight_GOOG
2021-12-31,999228.096989896,-0.052190300637866976,-0.07719030101039914,-0.0771903010103968,0.5000000074505806,250.0000037252903,-0.0669347482284398,0.01474444759057282,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-01-31,999209.5289559504,-0.0018582377738927403,-0.07904710440496121,-0.07904710440495982,0.0,0.0,0.02963058836758137,-0.03148882614147411,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-02-28,1000139.5541369286,0.09307609205348993,0.01395541369286768,0.0,0.0,0.0,0.07808080794555801,0.014995284107931925,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-03-31,999348.0654726621,-0.07913782241615577,-0.06519345273379162,-0.079137822416148,0.0,0.0,-0.08737503495233664,0.008237212536180871,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-04-30,999266.841229071,-0.008127723102420964,-0.07331587709289433,-0.08725911341549923,0.0,0.0,0.013391803309787061,-0.021519526412208025,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-05-31,998594.9838802256,-0.0672350288356508,-0.14050161197743938,-0.15443547356108278,0.0,0.0,-0.08282989014073142,0.015594861305080615,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-06-30,999532.2196515339,0.09385544554474928,-0.046778034846617356,-0.060724974118123304,0.0,0.0,0.10103942793128746,-0.007183982386538182,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-07-31,999097.5024940718,-0.04349206047741037,-0.09024975059281903,-0.10419062405306358,0.0,0.0,-0.05571042744642389,0.012218366969013524,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-08-31,997986.9537039383,-0.11115519630079146,-0.20130462960616935,-0.21523000706115863,0.0,0.0,-0.12834205531648227,0.01718685901569081,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
2022-09-30,998361.7956822223,0.0375598074596899,-0.1638204317777614,-0.17775103957771227,0.0,0.0,0.022154873137229258,0.01540493432246064,7,0.0,0.0,0.2015524059534073,0.19896145164966583,0.19896145164966583,0.19896145164966583,0.2015632539987564
